"Document ID","Title","Document Date","Author","Recipient","Source","Collection","Series","Box","Document Length","Image File Name","Genre"
"PJB:310","DuBois' ""Credo,"" 1904 attached to Speech concerning black people and traditional difficulties delivered to the Racial Harmony Council, 1972","1972-01-01 to 1972-12-31",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 4 Folder 4",3,"PJB310_0001.tif | PJB310_0002.tif | PJB310_0003.tif","Speech"
"PJB:311","Speech prepared for Black Democrats Conference, Charlotte, North Carolina-- ""A Last-Minute Strategy for Black Democrats"", 1976 April (1 of 3)","1976-04-01 to 1976-04-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 29",3,"PJB311_0001.tif | PJB311_0002.tif | PJB311_0003.tif","Speech"
"PJB:312","Speech prepared for Black Democrats Conference, Charlotte, North Carolina-- ""A Last-Minute Strategy for Black Democrats"", 1976 April (2 of 3)","1976-04-01 to 1976-04-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 29",4,"PJB312_0001.tif | PJB312_0002.tif | PJB312_0003.tif | PJB312_0004.tif","Speech"
"PJB:313","Speech prepared for Black Democrats Conference, Charlotte, North Carolina-- ""A Last-Minute Strategy for Black Democrats"", 1976 April (3 of 3)","1976-04-01 to 1976-04-30",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 29",8,"PJB313_0001.tif | PJB313_0002.tif | PJB313_0003.tif | PJB313_0004.tif | PJB313_0005.tif | PJB313_0006.tif | PJB313_0007.tif | PJB313_0008.tif","Ephemera"
"PJB:314","Press Release ""Why I Can't Support Jimmy Carter"", 1976 April (1 of 4)","1976-04-01 to 1976-04-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 30",7,"PJB314_0001.tif | PJB314_0002.tif | PJB314_0003.tif | PJB314_0004.tif | PJB314_0005.tif | PJB314_0006.tif | PJB314_0007.tif","Article"
"PJB:315","Press Release ""Why I Can't Support Jimmy Carter"", 1976 April (2 of 4)","1976-04-01 to 1976-04-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 30",6,"PJB315_0001.tif | PJB315_0002.tif | PJB315_0003.tif | PJB315_0004.tif | PJB315_0005.tif | PJB315_0006.tif","Article"
"PJB:316","Press Release ""Why I Can't Support Jimmy Carter"", 1976 April (3 of 4)","1976-04-01 to 1976-04-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 30",3,"PJB316_0001.tif | PJB316_0002.tif | PJB316_0003.tif","Article"
"PJB:317","Article in The Nation ""Why I Can't Support Jimmy Carter"", 1976 April 17 (4 of 4)","1976-04-17","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 30",1,"PJB317_0001.tif","Article"
"PJB:318","Speech at the Robert F. Kennedy Journalism Award, 1976 [June?] (1 of 2)","1976-06-01 to 1976-06-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 31",6,"PJB318_0001.tif | PJB318_0002.tif | PJB318_0003.tif | PJB318_0004.tif | PJB318_0005.tif | PJB318_0006.tif","Speech"
"PJB:319","Speech at the Robert F. Kennedy Journalism Award, 1976 [June?] (2 of 2)","1976-06-01","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 31",5,"PJB319_0001.tif | PJB319_0002.tif | PJB319_0003.tif | PJB319_0004.tif | PJB319_0005.tif","Speech"
"PJB:320","Press Release concerning NAACP and Roy Wilkins sent to the Atlanta Inquirer, 1976 July 9","1976-07-29","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 32",2,"PJB320_0001.tif | PJB320_0002.tif","Article"
"PJB:321","Speech concerning the election process and the political democracy, 1976 [September?]","1976-09-01 to 1976-09-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 33",13,"PJB321_0001.tif | PJB321_0002.tif | PJB321_0003.tif | PJB321_0004.tif | PJB321_0005.tif | PJB321_0006.tif | PJB321_0007.tif | PJB321_0008.tif | PJB321_0009.tif | PJB321_0010.tif | PJB321_0011.tif | PJB321_0012.tif | PJB321_0013.tif","Speech"
"PJB:322","Speech at the Hungry Club Forum, Atlanta, Georgia, on what the elections mean for Americans, 1976 November 3 (1 of 2)","1976-11-03","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 34",14,"PJB322_0001.tif | PJB322_0002.tif | PJB322_0003.tif | PJB322_0004.tif | PJB322_0005.tif | PJB322_0006.tif | PJB322_0007.tif | PJB322_0008.tif | PJB322_0009.tif | PJB322_0010.tif | PJB322_0011.tif | PJB322_0012.tif | PJB322_0013.tif | PJB322_0014.tif","Speech"
"PJB:323","Speech at the Hungry Club Forum, Atlanta, Georgia, on what the elections mean for Americans, 1976 November 3 (2 of 2)","1976-11-03","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 34",10,"PJB323_0001.tif | PJB323_0002.tif | PJB323_0003.tif | PJB323_0004.tif | PJB323_0005.tif | PJB323_0006.tif | PJB323_0007.tif | PJB323_0008.tif | PJB323_0009.tif | PJB323_0010.tif","Speech"
"PJB:324","Speech concerning the elections and their aftermath, 1976 November","1976-11-01 to 1976-11-30","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 35",15,"PJB324_0001.tif | PJB324_0002.tif | PJB324_0003.tif | PJB324_0004.tif | PJB324_0005.tif | PJB324_0006.tif | PJB324_0007.tif | PJB324_0008.tif | PJB324_0009.tif | PJB324_0010.tif | PJB324_0011.tif | PJB324_0012.tif | PJB324_0013.tif | PJB324_0014.tif | PJB324_0015.tif","Speech"
"PJB:325","Remarks prepared for The Stadium Club and the West End Rotary Club, Atlanta, Georgia, concerning the future of South Africa, 1976 December 10 (1 of 4)","1976-12-10","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 36",9,"PJB325_0001.tif | PJB325_0002.tif | PJB325_0003.tif | PJB325_0004.tif | PJB325_0005.tif | PJB325_0006.tif | PJB325_0007.tif | PJB325_0008.tif | PJB325_0009.tif","Speech"
"PJB:326","Remarks prepared for The Stadium Club and the West End Rotary Club, Atlanta, Georgia, concerning the future of South Africa, 1976 December 10 (2 of 4)","1976-12-10","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 36",9,"PJB326_0001.tif | PJB326_0002.tif | PJB326_0003.tif | PJB326_0004.tif | PJB326_0005.tif | PJB326_0006.tif | PJB326_0007.tif | PJB326_0008.tif | PJB326_0009.tif","Speech"
"PJB:327","Remarks prepared for The Stadium Club and the West End Rotary Club, Atlanta, Georgia, concerning the future of South Africa, 1976 December 10 (3 of 4)","1976-12-10","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 36",11,"PJB327_0001.tif | PJB327_0002.tif | PJB327_0003.tif | PJB327_0004.tif | PJB327_0005.tif | PJB327_0006.tif | PJB327_0007.tif | PJB327_0008.tif | PJB327_0009.tif | PJB327_0010.tif | PJB327_0011.tif","Speech"
"PJB:328","Remarks prepared for The Stadium Club and the West End Rotary Club, Atlanta, Georgia, concerning the future of South Africa, 1976 December 10 (4 of 4)","1976-12-10",,,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 36",2,"PJB328_0001.tif | PJB328_0002.tif","Article"
"PJB:329","Remarks prepared for delivery at the Marriott Motor Hotel, Los Angeles, California, concerning the Meharry Medical College, Nashville, Tennessee, 1976 December 11","1976-12-11","Bond, Julian",,"Special Collections, University of Virginia Library","Papers of Julian Bond 1897-2006","Series I: Articles and Speeches by Julian Bond","Box 5 Folder 37",17,"PJB329_0001.tif | PJB329_0002.tif | PJB329_0003.tif | PJB329_0004.tif | PJB329_0005.tif | PJB329_0006.tif | PJB329_0007.tif | PJB329_0008.tif | PJB329_0009.tif | PJB329_0010.tif | PJB329_0011.tif | PJB329_0012.tif | PJB329_0013.tif | PJB329_0014.tif | PJB329_0015.tif | PJB329_0016.tif | PJB329_0017.tif","Speech"
